         3938207 function calls (3866890 primitive calls) in 3.790 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    3.790    3.790 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/memory_profiler.py:269(memory_usage)
        1    0.000    0.000    3.774    3.774 /home/dom-ssd/Desktop/fyp_implementation/GAs/DEAP_tester.py:11(run_ga)
        1    0.013    0.013    3.764    3.764 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/deap/algorithms.py:85(eaSimple)
     3735    0.470    0.000    3.450    0.001 /home/dom-ssd/Desktop/fyp_implementation/GAs/DEAP_tester.py:87(fitness_function)
     3737    0.048    0.000    2.966    0.001 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:182(wrapper)
     3736    0.030    0.000    2.397    0.001 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/metrics/_classification.py:137(accuracy_score)
     3736    0.028    0.000    2.113    0.001 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/metrics/_classification.py:58(_check_targets)
     7472    0.089    0.000    1.179    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/multiclass.py:228(type_of_target)
    18682    0.031    0.000    1.073    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:138(unique)
    18682    0.221    0.000    1.014    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:323(_unique1d)
    18682    0.721    0.000    0.721    0.000 {method 'sort' of 'numpy.ndarray' objects}
     7472    0.013    0.000    0.514    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/_array_api.py:306(unique_values)
     3736    0.007    0.000    0.507    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/_array_api.py:116(_union1d)
     3736    0.037    0.000    0.492    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:898(union1d)
    22416    0.160    0.000    0.480    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/validation.py:718(check_array)
     7472    0.046    0.000    0.281    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/multiclass.py:128(is_multilabel)
     7474    0.026    0.000    0.262    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/validation.py:436(check_consistent_length)
     7472    0.021    0.000    0.250    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/validation.py:1309(column_or_1d)
       50    0.007    0.000    0.237    0.005 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/deap/algorithms.py:33(varAnd)
75000/5000    0.081    0.000    0.220    0.000 /home/dom-ssd/anaconda3/lib/python3.12/copy.py:118(deepcopy)
     3737    0.004    0.000    0.196    0.000 /home/dom-ssd/anaconda3/lib/python3.12/inspect.py:3325(signature)
