gen,nevals,avg,max
0,100.0,0.4950023809523809,0.7803809523809524
1,70.33333333333333,0.6010357142857143,0.8011428571428572
2,72.66666666666667,0.670094761904762,0.8281428571428572
3,69.33333333333333,0.7175166666666667,0.8419523809523809
4,72.0,0.7587357142857144,0.8485238095238096
5,69.33333333333333,0.7859814285714286,0.8599047619047618
6,71.33333333333333,0.8059757142857142,0.8616190476190476
7,69.0,0.826372380952381,0.8693809523809524
8,72.0,0.8346933333333334,0.872095238095238
9,71.33333333333333,0.8482509523809524,0.8741904761904763
10,69.66666666666667,0.8538809523809524,0.8786666666666667
11,74.66666666666667,0.8602961904761907,0.880904761904762
12,76.0,0.8577933333333334,0.8817142857142857
13,66.66666666666667,0.8634695238095237,0.8824761904761905
14,73.0,0.8693909523809523,0.882
15,72.33333333333333,0.8691214285714285,0.882
16,77.66666666666667,0.8690471428571428,0.8836190476190476
17,76.33333333333333,0.8760080952380952,0.8832857142857143
18,72.33333333333333,0.8755738095238095,0.884
19,70.33333333333333,0.8748361904761904,0.884
20,78.66666666666667,0.8767795238095237,0.8840476190476191
21,61.666666666666664,0.8740966666666665,0.8843333333333333
22,76.0,0.8754799999999999,0.884
23,75.0,0.8753871428571429,0.8843333333333333
24,70.66666666666667,0.8686252380952381,0.8843333333333333
25,73.33333333333333,0.8770838095238095,0.8843333333333333
26,77.0,0.8767942857142855,0.8843333333333333
27,70.33333333333333,0.8754752380952379,0.8843333333333333
28,77.33333333333333,0.8751033333333331,0.8843333333333333
29,71.33333333333333,0.875350476190476,0.8843333333333333
30,74.0,0.8724090476190476,0.8843333333333333
31,77.33333333333333,0.8771576190476189,0.8843333333333333
32,72.66666666666667,0.8716785714285713,0.8843333333333333
33,66.66666666666667,0.8814761904761902,0.8843333333333333
34,70.33333333333333,0.8763957142857142,0.8843333333333333
35,65.33333333333333,0.875595238095238,0.8843333333333333
36,70.33333333333333,0.8719271428571428,0.8843333333333333
37,75.0,0.8741738095238093,0.8843333333333333
38,70.0,0.874615238095238,0.8843333333333333
39,62.666666666666664,0.8775766666666666,0.8843333333333333
40,74.0,0.8752695238095237,0.8843333333333333
41,71.0,0.8727823809523808,0.8843333333333333
42,76.33333333333333,0.8760066666666665,0.8843333333333333
43,70.33333333333333,0.8747042857142855,0.8843333333333333
44,71.66666666666667,0.8723919047619045,0.8843333333333333
45,74.66666666666667,0.8774180952380951,0.8843333333333333
46,74.0,0.876855238095238,0.8843333333333333
47,75.66666666666667,0.8667176190476188,0.8843333333333333
48,66.33333333333333,0.877455238095238,0.8843333333333333
49,79.66666666666667,0.8795919047619046,0.8844285714285715
50,71.0,0.8777752380952379,0.8844285714285715
