gen,nevals,avg,max
1,100.0,0.4880059821428571,0.6684360119047619
2,100.0,0.5167267410714286,0.6779315476190476
3,100.0,0.5378118898809524,0.6814970238095238
4,100.0,0.5538346130952381,0.6855669642857142
5,100.0,0.5646337648809524,0.6899538690476191
6,100.0,0.572849806547619,0.6948660714285714
7,100.0,0.580998556547619,0.6980223214285713
8,100.0,0.5877037797619048,0.6988080357142857
9,100.0,0.5912497916666667,0.6993839285714286
10,100.0,0.5947756994047618,0.7007410714285714
11,100.0,0.5991794494047619,0.7020044642857143
12,100.0,0.5996313095238095,0.70290625
13,100.0,0.6017358482142857,0.7030580357142857
14,100.0,0.6072541369047619,0.7031964285714286
15,100.0,0.6072424553571428,0.7036696428571428
16,100.0,0.6064737053571428,0.7048080357142857
17,100.0,0.6068462946428571,0.7048660714285715
18,100.0,0.607470119047619,0.7050848214285715
19,100.0,0.6095916517857143,0.7053541666666666
20,100.0,0.6086353125,0.7059717261904762
21,100.0,0.6100727976190476,0.7061369047619048
22,100.0,0.6122218154761905,0.7068541666666667
23,100.0,0.6120885714285714,0.706858630952381
24,100.0,0.6121485416666667,0.706858630952381
25,100.0,0.6133575,0.706983630952381
26,100.0,0.611898363095238,0.7071979166666668
27,100.0,0.6129437351190477,0.7074434523809524
28,100.0,0.6152760416666667,0.7076250000000001
29,100.0,0.616140505952381,0.7076383928571429
30,100.0,0.6162981101190476,0.7079196428571429
31,100.0,0.6174616220238095,0.7080803571428572
32,100.0,0.6165518452380953,0.7080803571428572
33,100.0,0.6167225297619048,0.7080848214285714
34,100.0,0.6163474702380952,0.7086488095238095
35,100.0,0.6159125892857142,0.7086889880952381
36,100.0,0.6178723214285714,0.708733630952381
37,100.0,0.6180466369047619,0.7087857142857144
38,100.0,0.6183620982142858,0.7092857142857142
39,100.0,0.6177034375,0.7093303571428571
40,100.0,0.6193409523809524,0.7101428571428571
41,100.0,0.618938125,0.7101875
42,100.0,0.6207705059523809,0.7102499999999999
43,100.0,0.6180329613095238,0.7102589285714286
44,100.0,0.6184887797619049,0.7104776785714285
45,100.0,0.6183083630952381,0.71075
46,100.0,0.6210816517857143,0.7110982142857143
47,100.0,0.6192123363095238,0.7111517857142857
48,100.0,0.6225269494047619,0.7111517857142857
49,100.0,0.6194920386904762,0.7111651785714286
50,100.0,0.619870818452381,0.7111651785714286
