gen,nevals,avg,max
1,100.0,0.5112150324675325,0.7072077922077922
2,100.0,0.5416201082251083,0.7185
3,100.0,0.5686557467532467,0.7228961038961039
4,100.0,0.5875552922077922,0.7286298701298701
5,100.0,0.6012502705627706,0.7329155844155845
6,100.0,0.6103050974025973,0.7382694805194805
7,100.0,0.6191411904761904,0.7416623376623377
8,100.0,0.6262082792207793,0.7432002164502165
9,100.0,0.6300808766233765,0.7449274891774892
10,100.0,0.6362949567099567,0.7459253246753246
11,100.0,0.6399861796536797,0.7468441558441559
12,100.0,0.6410824891774892,0.7476525974025974
13,100.0,0.6425141125541125,0.7477694805194806
14,100.0,0.6479689177489177,0.748030303030303
15,100.0,0.648136341991342,0.7485270562770563
16,100.0,0.6472833766233765,0.7495238095238096
17,100.0,0.6498755627705627,0.7497218614718615
18,100.0,0.6504558766233767,0.7498809523809524
19,100.0,0.6510539826839826,0.7502803030303031
20,100.0,0.6501391666666667,0.7512186147186147
21,100.0,0.6520330844155844,0.7513387445887446
22,100.0,0.6538310497835499,0.7518841991341991
23,100.0,0.6549060281385282,0.7518874458874459
24,100.0,0.6555388852813854,0.7518874458874459
25,100.0,0.6571387662337662,0.751978354978355
26,100.0,0.6560191883116883,0.7521341991341991
27,100.0,0.6564718398268399,0.7523582251082251
28,100.0,0.657676525974026,0.7525400432900433
29,100.0,0.6581070670995671,0.7527510822510823
30,100.0,0.658081287878788,0.7529556277056277
31,100.0,0.6591196428571429,0.7530725108225109
32,100.0,0.6582231926406926,0.7530725108225109
33,100.0,0.6594005952380951,0.7530757575757576
34,100.0,0.6585008982683983,0.7535627705627705
35,100.0,0.6579969913419913,0.7536666666666666
36,100.0,0.6596418506493507,0.7536991341991341
37,100.0,0.6599108441558441,0.7537543290043289
38,100.0,0.6608490151515151,0.7541179653679654
39,100.0,0.6602339177489177,0.7541504329004329
40,100.0,0.6613547727272727,0.7547640692640692
41,100.0,0.6614594372294373,0.7547965367965368
42,100.0,0.6626147402597402,0.7548419913419914
43,100.0,0.6602685822510823,0.7548484848484849
44,100.0,0.6610060822510823,0.7550075757575758
45,100.0,0.6601871103896104,0.7552056277056277
46,100.0,0.6615349891774891,0.7554675324675325
47,100.0,0.6604279761904762,0.7555064935064935
48,100.0,0.6638668073593074,0.7556363636363637
49,100.0,0.6614360714285714,0.7556461038961039
50,100.0,0.6619255411255411,0.7558766233766234
