gen,nevals,avg,max
0,100.0,0.49605000000000005,0.7351428571428572
1,77.0,0.587252380952381,0.7633333333333333
2,74.33333333333333,0.6549609523809523,0.7846190476190475
3,74.0,0.6972642857142857,0.8108571428571428
4,73.66666666666667,0.7334361904761906,0.8226666666666667
5,76.66666666666667,0.7553752380952381,0.8259523809523809
6,76.33333333333333,0.7788590476190477,0.8324761904761905
7,69.66666666666667,0.7928342857142857,0.8318095238095239
8,71.0,0.8002761904761905,0.8362380952380951
9,70.66666666666667,0.8164990476190476,0.8473809523809525
10,77.0,0.8209642857142857,0.8479047619047618
11,75.33333333333333,0.8252404761904762,0.8495714285714285
12,75.0,0.8320933333333332,0.8503333333333334
13,70.33333333333333,0.8353433333333332,0.8528571428571429
14,64.66666666666667,0.8396695238095239,0.8541428571428571
15,71.0,0.8421861904761904,0.8545714285714285
16,75.33333333333333,0.8425052380952381,0.8555714285714285
17,67.33333333333333,0.8440733333333333,0.8571428571428572
18,70.0,0.8452899999999998,0.8576190476190476
19,68.0,0.8483285714285712,0.8575714285714285
20,76.0,0.8449447619047618,0.8576190476190476
21,75.66666666666667,0.848365238095238,0.8577619047619048
22,79.0,0.848704761904762,0.8583333333333334
23,71.0,0.8466885714285715,0.8583333333333334
24,67.66666666666667,0.8531028571428573,0.8583333333333334
25,71.33333333333333,0.8494633333333335,0.8587142857142857
26,70.66666666666667,0.8480442857142858,0.8593333333333333
27,74.0,0.8492471428571428,0.8593333333333333
28,73.33333333333333,0.8485214285714285,0.860904761904762
29,76.0,0.848437142857143,0.860904761904762
30,72.66666666666667,0.8535214285714287,0.860904761904762
31,68.33333333333333,0.8502919047619049,0.860904761904762
32,71.66666666666667,0.8558957142857143,0.860904761904762
33,67.66666666666667,0.85197,0.860904761904762
34,71.0,0.8518504761904762,0.860904761904762
35,74.66666666666667,0.8520242857142857,0.860904761904762
36,74.0,0.8526066666666665,0.860904761904762
37,70.66666666666667,0.8512038095238094,0.860904761904762
38,73.33333333333333,0.8532023809523809,0.860904761904762
39,74.33333333333333,0.8526042857142858,0.860904761904762
40,74.0,0.8567942857142857,0.860904761904762
41,77.66666666666667,0.847062380952381,0.860904761904762
42,72.66666666666667,0.8464104761904762,0.860904761904762
43,72.33333333333333,0.8536404761904762,0.860904761904762
44,76.0,0.8550419047619048,0.860904761904762
45,71.66666666666667,0.8546380952380952,0.860904761904762
46,75.0,0.8550785714285714,0.860904761904762
47,68.33333333333333,0.8546780952380951,0.860904761904762
48,75.66666666666667,0.8513066666666665,0.860904761904762
49,75.33333333333333,0.8503766666666667,0.860904761904762
50,73.33333333333333,0.8527742857142857,0.860904761904762
