gen,nevals,avg,max
0,100.0,0.10163857142857143,0.17352380952380952
1,65.33333333333333,0.13017190476190477,0.17733333333333334
2,71.33333333333333,0.1481395238095238,0.1813809523809524
3,69.66666666666667,0.16020571428571428,0.1843809523809524
4,76.66666666666667,0.16739714285714288,0.1863809523809524
5,75.0,0.17251142857142857,0.18704761904761905
6,63.666666666666664,0.17760238095238093,0.18671428571428572
7,77.33333333333333,0.17935095238095236,0.18785714285714286
8,76.33333333333333,0.18170999999999995,0.18819047619047616
9,69.33333333333333,0.18237095238095238,0.18823809523809523
10,78.33333333333333,0.18504666666666666,0.18928571428571428
11,73.33333333333333,0.18560190476190477,0.18976190476190477
12,66.0,0.18676904761904764,0.18966666666666665
13,72.66666666666667,0.18543857142857142,0.1898095238095238
14,78.0,0.1872785714285714,0.19047619047619047
15,74.66666666666667,0.18677047619047618,0.19028571428571428
16,70.66666666666667,0.18803,0.19085714285714284
17,71.33333333333333,0.18781904761904766,0.19085714285714284
18,77.33333333333333,0.18761761904761906,0.19099999999999998
19,71.66666666666667,0.18837142857142855,0.19099999999999998
20,74.66666666666667,0.18913666666666662,0.19099999999999998
21,73.0,0.18796428571428567,0.19099999999999998
22,76.33333333333333,0.18799476190476186,0.19099999999999998
23,73.33333333333333,0.18883190476190473,0.19099999999999998
24,70.33333333333333,0.1887457142857143,0.19099999999999998
25,72.0,0.1887552380952381,0.19099999999999998
26,74.33333333333333,0.18832904761904765,0.19099999999999998
27,69.66666666666667,0.18908809523809522,0.19099999999999998
28,75.33333333333333,0.18920380952380955,0.1910952380952381
29,76.33333333333333,0.18749476190476191,0.19119047619047622
30,76.66666666666667,0.1890057142857143,0.19119047619047622
31,71.66666666666667,0.18897571428571433,0.19119047619047622
32,65.66666666666667,0.18842095238095238,0.19123809523809523
33,70.33333333333333,0.18862000000000004,0.19123809523809523
34,78.0,0.1884204761904762,0.1913809523809524
35,75.33333333333333,0.18919666666666668,0.1913809523809524
36,72.0,0.18847095238095238,0.1913809523809524
37,70.0,0.18844285714285713,0.1913809523809524
38,76.66666666666667,0.18950714285714287,0.1913809523809524
39,76.66666666666667,0.18972380952380952,0.1913809523809524
40,75.33333333333333,0.1896090476190476,0.1913809523809524
41,71.0,0.18992857142857142,0.1913809523809524
42,70.0,0.18906761904761904,0.1913809523809524
43,71.66666666666667,0.18985666666666667,0.1913809523809524
44,73.33333333333333,0.18782142857142858,0.1913809523809524
45,72.33333333333333,0.18954380952380948,0.1913809523809524
46,78.0,0.19017571428571425,0.1913809523809524
47,71.0,0.19071761904761905,0.1913809523809524
48,72.0,0.18984666666666664,0.1913809523809524
49,78.33333333333333,0.18766190476190472,0.1913809523809524
50,67.66666666666667,0.19005142857142857,0.1913809523809524
