         3940964 function calls (3869647 primitive calls) in 4.069 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    4.069    4.069 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/memory_profiler.py:269(memory_usage)
        1    0.000    0.000    4.048    4.048 /home/dom-ssd/Desktop/fyp_implementation/GAs/DEAP_tester.py:11(run_ga)
        1    0.013    0.013    4.033    4.033 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/deap/algorithms.py:85(eaSimple)
     3738    0.175    0.000    3.687    0.001 /home/dom-ssd/Desktop/fyp_implementation/GAs/DEAP_tester.py:87(fitness_function)
     3740    0.052    0.000    3.498    0.001 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/_param_validation.py:182(wrapper)
     3739    0.029    0.000    2.882    0.001 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/metrics/_classification.py:137(accuracy_score)
     3739    0.031    0.000    2.578    0.001 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/metrics/_classification.py:58(_check_targets)
     7478    0.100    0.000    1.426    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/multiclass.py:228(type_of_target)
    18697    0.035    0.000    1.414    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:138(unique)
    18697    0.241    0.000    1.347    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:323(_unique1d)
    18697    1.024    0.000    1.024    0.000 {method 'sort' of 'numpy.ndarray' objects}
     7478    0.015    0.000    0.681    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/_array_api.py:306(unique_values)
     3739    0.008    0.000    0.678    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/_array_api.py:116(_union1d)
     3739    0.039    0.000    0.661    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/numpy/lib/arraysetops.py:898(union1d)
    22434    0.181    0.000    0.541    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/validation.py:718(check_array)
     7478    0.052    0.000    0.315    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/multiclass.py:128(is_multilabel)
     7480    0.029    0.000    0.285    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/validation.py:436(check_consistent_length)
     7478    0.022    0.000    0.281    0.000 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/sklearn/utils/validation.py:1309(column_or_1d)
       50    0.008    0.000    0.264    0.005 /home/dom-ssd/anaconda3/lib/python3.12/site-packages/deap/algorithms.py:33(varAnd)
75000/5000    0.089    0.000    0.244    0.000 /home/dom-ssd/anaconda3/lib/python3.12/copy.py:118(deepcopy)
